track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
NAHRinvs	Coldspot_0.01	1267329	661348.6000	332278.0000	998672.0000	201461.2440	1.9163	0.9383	1.0000e-02	1.5000e-02	38	10479500	3.9129e-01	8326	204658289	7.6416e+00	12	1267329	4.7320e-02	31.5789	12.0934	0.1441	0.6192
NAHRinvs	Coldspot_0.001	447609	219977.9400	19836.0000	517653.0000	149437.5521	2.0348	1.0249	6.0000e-02	7.0000e-02	38	10479500	3.9129e-01	818	55726189	2.0807e+00	1	447609	1.6713e-02	2.6316	4.2713	0.1222	0.8032
NAHRno501invs	Coldspot_0.001	0	114012.8300	18499.0000	240473.0000	73921.9719	0.0000	-16.7988	1.0000e-02	1.5000e-02	37	4828391	1.8029e-01	818	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRno501invs	Hotspot_0.999	0	634.5600	0.0000	2111.0000	651.9815	0.0016	-9.3119	2.8000e-01	2.8000e-01	37	4828391	1.8029e-01	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRno501invs	Hotspot_0.99	2304	12907.4400	4203.0000	24104.0000	5927.0727	0.1786	-2.4855	1.0000e-02	1.5000e-02	37	4828391	1.8029e-01	8338	7648169	2.8557e-01	3	2304	8.6028e-05	8.1081	0.0477	0.0360	0.0301
NAHRno501invs	Hotspot_0.9	81730	228327.0000	154612.0000	312374.0000	47322.7128	0.3580	-1.4822	1.0000e-02	1.5000e-02	37	4828391	1.8029e-01	83379	135028905	5.0418e+00	42	81730	3.0517e-03	113.5135	1.6927	0.0504	0.0605
NAHRno501invs	Coldspot_0.01	180206	317039.2700	157620.0000	493958.0000	107525.6461	0.5684	-0.8150	1.1000e-01	1.3200e-01	37	4828391	1.8029e-01	8326	204658289	7.6416e+00	7	180206	6.7286e-03	18.9189	3.7322	0.0841	0.0881
NAHRno501invs	Coldspot_0.1	794316	1189683.7300	890933.0000	1517865.0000	191641.4001	0.6677	-0.5828	1.0000e-02	1.5000e-02	37	4828391	1.8029e-01	83373	770018278	2.8751e+01	63	794316	2.9659e-02	170.2703	16.4509	0.0756	0.1032
NHinvs	Hotspot_0.99	350	3661.2600	132.0000	11244.0000	3660.2878	0.0958	-3.3832	1.2000e-01	1.4400e-01	76	1333211	4.9780e-02	8338	7648169	2.8557e-01	2	350	1.3069e-05	2.6316	0.0263	0.0240	0.0046
NHinvs	Hotspot_0.9	22919	84097.2500	27597.0000	174212.0000	40595.3460	0.2725	-1.8755	4.0000e-02	6.0000e-02	76	1333211	4.9780e-02	83379	135028905	5.0418e+00	16	22919	8.5576e-04	21.0526	1.7191	0.0192	0.0170
