track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
NAHRno501invs	Coldspot_0.001	79116	158770.8000	46974.0000	323883.0000	86702.9206	0.4983	-1.0049	1.7000e-01	1.8000e-01	51	5765898	2.0400e-01	836	61111167	2.1621e+00	3	79116	2.7992e-03	5.8824	1.3721	0.3589	0.1295
NAHRno501invs	Coldspot_0.01	324212	466567.6500	287779.0000	682524.0000	114661.4708	0.6949	-0.5251	1.0000e-01	1.8000e-01	51	5765898	2.0400e-01	8505	231711737	8.1981e+00	12	324212	1.1471e-02	23.5294	5.6229	0.1411	0.1399
NAHRno501invs	Coldspot_0.1	1436291	1597481.1800	1280350.0000	1892540.0000	180591.9040	0.8991	-0.1535	1.8000e-01	1.8000e-01	51	5765898	2.0400e-01	85177	855303584	3.0261e+01	95	1436291	5.0817e-02	186.2745	24.9101	0.1115	0.1679
NHinvs	Hotspot_0.99	350	4704.2100	17.0000	12755.0000	3893.7683	0.0746	-3.7447	1.1000e-01	1.3200e-01	78	1338747	4.7366e-02	8518	8057649	2.8508e-01	2	350	1.2383e-05	2.5641	0.0261	0.0235	0.0043
NHinvs	Hotspot_0.9	27027	94995.7600	35994.0000	167143.0000	38745.4041	0.2845	-1.8134	3.0000e-02	6.0000e-02	78	1338747	4.7366e-02	85185	147208246	5.2083e+00	17	27027	9.5623e-04	21.7949	2.0188	0.0200	0.0184
NHinvs	Hotspot_0.999	238	372.5300	0.0000	2224.0000	710.4543	0.6398	-0.6442	7.0000e-01	7.0000e-01	78	1338747	4.7366e-02	852	441389	1.5617e-02	1	238	8.4206e-06	1.2821	0.0178	0.1174	0.0539
NHinvs	Coldspot_0.1	593345	289892.3700	171507.0000	622063.0000	125485.4016	2.0468	1.0334	4.0000e-02	6.0000e-02	78	1338747	4.7366e-02	85177	855303584	3.0261e+01	34	593345	2.0993e-02	43.5897	44.3209	0.0399	0.0694
NHinvs	Coldspot_0.01	378510	81536.9100	22039.0000	410578.0000	94252.4977	4.6421	2.2148	4.0000e-02	6.0000e-02	78	1338747	4.7366e-02	8505	231711737	8.1981e+00	5	378510	1.3392e-02	6.4103	28.2735	0.0588	0.1634
NHinvs	Coldspot_0.001	330052	36222.7900	1103.0000	309141.0000	79291.8733	9.1115	3.1877	2.0000e-02	6.0000e-02	78	1338747	4.7366e-02	836	61111167	2.1621e+00	1	330052	1.1677e-02	1.2821	24.6538	0.1196	0.5401
no501invs	Hotspot_0.99	2870	19953.4400	9793.0000	36104.0000	7613.8203	0.1439	-2.7971	1.0000e-02	3.0000e-02	129	7104645	2.5137e-01	8518	8057649	2.8508e-01	6	2870	1.0154e-04	4.6512	0.0404	0.0704	0.0356
no501invs	Hotspot_0.999	238	1242.6800	0.0000	3447.0000	1099.5468	0.1922	-2.3795	2.3000e-01	3.4500e-01	129	7104645	2.5137e-01	852	441389	1.5617e-02	1	238	8.4206e-06	0.7752	0.0033	0.1174	0.0539
no501invs	Hotspot_0.9	128138	378108.9000	258065.0000	520773.0000	79565.3734	0.3389	-1.5611	1.0000e-02	3.0000e-02	129	7104645	2.5137e-01	85185	147208246	5.2083e+00	65	128138	4.5336e-03	50.3876	1.8036	0.0763	0.0870
no501invs	Coldspot_0.1	2029636	1945530.9500	1499414.0000	2441312.0000	275494.4511	1.0432	0.0611	3.9000e-01	3.9000e-01	129	7104645	2.5137e-01	85177	855303584	3.0261e+01	129	2029636	7.1810e-02	100.0000	28.5677	0.1514	0.2373
no501invs	Coldspot_0.01	702722	611570.7600	346302.0000	1010472.0000	218971.0258	1.1490	0.2004	3.1000e-01	3.7200e-01	129	7104645	2.5137e-01	8505	231711737	8.1981e+00	17	702722	2.4863e-02	13.1783	9.8910	0.1999	0.3033
no501invs	Coldspot_0.001	409168	249673.6200	70546.0000	598223.0000	165922.6094	1.6388	0.7126	1.9000e-01	3.4500e-01	129	7104645	2.5137e-01	836	61111167	2.1621e+00	4	409168	1.4477e-02	3.1008	5.7592	0.4785	0.6695
